30;anti_air_building;2558.00;9.62;1766.00;5.79;0
30;anti_air_building;2563.00;9.70;1773.00;0.71;0
30;anti_air_building;2561.00;9.68;1760.00;4.83;0
30;synthetic_refinery;2559.00;9.80;1772.00;0.11;0
30;fuel_silo;2560.00;10.00;1779.00;2.78;0
30;radar_station;2560.00;9.65;1769.00;1.36;0
30;rocket_site;2558.00;9.85;1773.00;2.17;0
30;nuclear_reactor;2564.00;9.70;1769.00;3.38;0
31;air_base;2567.00;11.48;1679.00;0.11;0
31;bunker;2561.00;9.90;1695.00;5.79;0
31;bunker;2556.00;9.70;1704.00;0.71;0
31;bunker;2562.00;10.00;1688.00;4.83;0
31;bunker;2580.00;10.35;1682.00;0.11;0
31;bunker;2557.00;9.70;1697.00;2.78;0
31;bunker;2576.00;10.53;1681.00;5.44;0
31;bunker;2584.00;12.65;1675.00;2.17;0
31;bunker;2552.00;9.78;1686.00;1.22;0
31;bunker;2575.00;10.07;1690.00;5.95;0
31;bunker;2564.00;10.57;1682.00;2.33;0
31;synthetic_refinery;2562.00;10.23;1684.00;2.84;0
31;fuel_silo;2587.00;10.57;1679.00;5.50;0
31;radar_station;2575.00;10.07;1690.00;2.61;0
31;nuclear_reactor;2551.00;9.68;1691.00;1.29;0
32;air_base;2637.00;11.03;1723.00;5.79;0
32;bunker;2636.00;10.93;1724.00;0.11;0
32;bunker;2633.00;10.62;1722.00;5.44;0
32;bunker;2630.00;10.18;1726.00;2.17;0
32;synthetic_refinery;2633.00;10.15;1728.00;3.29;0
33;bunker;2576.00;9.80;1748.00;0.11;0
33;bunker;2572.00;9.80;1752.00;5.44;0
33;bunker;2584.00;9.93;1749.00;2.17;0
33;bunker;2567.00;9.88;1739.00;3.38;0
33;bunker;2588.00;9.98;1748.00;1.22;0
33;bunker;2580.00;10.03;1743.00;5.34;0
33;bunker;2580.00;9.90;1754.00;5.45;0
33;fuel_silo;2575.00;9.80;1749.00;4.40;0
33;radar_station;2579.00;9.95;1743.00;2.31;0
33;rocket_site;2588.00;10.10;1746.00;2.34;0
33;nuclear_reactor;2586.00;9.90;1753.00;0.18;0
34;bunker;2630.00;9.78;1822.00;5.44;0
34;rocket_site;2628.00;9.82;1822.00;2.34;0
34;nuclear_reactor;2623.00;9.75;1821.00;0.18;0
35;arms_factory;2635.00;9.60;1839.00;0.20;0
35;arms_factory;2641.00;9.60;1840.00;3.22;0
35;arms_factory;2636.00;9.60;1838.00;5.88;0
35;arms_factory;2640.00;9.60;1839.00;2.26;0
35;arms_factory;2621.00;9.60;1836.00;0.11;0
35;arms_factory;2631.00;9.60;1839.00;1.67;0
35;air_base;2638.00;9.60;1837.00;2.17;0
35;bunker;2635.00;9.60;1840.00;1.22;0
35;bunker;2625.00;9.60;1837.00;5.34;0
35;anti_air_building;2632.00;9.60;1840.00;2.33;0
35;anti_air_building;2630.00;9.60;1838.00;3.89;0
35;anti_air_building;2635.00;9.60;1839.00;1.73;0
35;synthetic_refinery;2632.00;9.60;1837.00;4.40;0
35;fuel_silo;2635.00;9.60;1838.00;0.78;0
35;radar_station;2625.00;9.60;1838.00;5.25;0
35;rocket_site;2637.00;9.60;1837.00;0.18;0
35;nuclear_reactor;2631.00;9.60;1839.00;2.84;0
36;air_base;2641.00;9.60;1872.00;1.22;0
36;naval_base;2643.00;9.50;1876.00;-2.94;2752
36;bunker;2647.00;9.60;1868.00;2.33;0
36;coastal_bunker;2636.00;9.60;1869.00;-2.94;0
36;dockyard;2642.00;9.50;1876.00;-2.94;0
36;fuel_silo;2649.00;9.60;1866.00;2.24;0
36;radar_station;2643.00;9.60;1862.00;5.20;0
36;rocket_site;2641.00;9.60;1871.00;1.29;0
36;nuclear_reactor;2647.00;9.60;1872.00;2.85;0
37;arms_factory;2732.00;9.60;1924.00;0.11;0
37;arms_factory;2735.00;9.60;1924.00;1.67;0
37;arms_factory;2737.00;9.60;1920.00;5.79;0
37;arms_factory;2736.00;9.60;1926.00;0.71;0
37;arms_factory;2725.00;9.60;1923.00;4.83;0
37;arms_factory;2720.00;9.60;1918.00;0.11;0
37;industrial_complex;2718.00;9.60;1904.00;2.78;0
37;industrial_complex;2729.00;9.60;1919.00;5.44;0
37;industrial_complex;2720.00;9.60;1920.00;2.17;0
37;industrial_complex;2723.00;9.60;1915.00;3.38;0
37;industrial_complex;2725.00;9.60;1912.00;1.22;0
37;industrial_complex;2732.00;9.60;1916.00;5.34;0
37;air_base;2729.00;9.60;1913.00;5.45;0
37;naval_base;2726.00;9.60;1922.00;-2.36;2408
37;naval_base;2738.00;9.50;1919.00;0.93;2382
37;naval_base;2729.00;9.50;1900.00;-1.57;2408
37;naval_base;2734.00;9.60;1914.00;1.41;2382
37;bunker;2733.00;9.60;1920.00;1.73;0
37;bunker;2719.00;9.60;1917.00;4.40;0
37;bunker;2727.00;9.60;1911.00;0.78;0
37;bunker;2721.00;9.60;1902.00;2.34;0
37;coastal_bunker;2734.00;9.60;1915.00;1.41;0
37;coastal_bunker;2738.00;9.50;1906.00;-1.57;0
37;coastal_bunker;2736.00;9.50;1919.00;0.93;0
37;coastal_bunker;2718.00;9.50;1917.00;-2.36;0
37;dockyard;2723.00;9.50;1910.00;-0.79;0
37;anti_air_building;2728.00;9.60;1916.00;1.29;0
37;anti_air_building;2725.00;9.60;1913.00;2.85;0
37;anti_air_building;2729.00;9.60;1913.00;5.51;0
37;synthetic_refinery;2731.00;9.60;1908.00;1.90;0
37;fuel_silo;2731.00;9.60;1914.00;6.02;0
37;radar_station;2728.00;9.60;1914.00;3.26;0
37;rocket_site;2733.00;9.60;1919.00;3.96;0
37;nuclear_reactor;2734.00;9.60;1925.00;1.80;0
38;arms_factory;2802.00;10.98;2141.00;5.79;0
38;arms_factory;2764.00;12.28;2121.00;0.71;0
38;arms_factory;2807.00;10.98;2112.00;4.83;0
38;arms_factory;2790.00;11.65;2152.00;0.11;0
38;arms_factory;2815.00;9.60;2070.00;2.78;0
38;arms_factory;2774.00;11.95;2136.00;5.44;0
38;industrial_complex;2831.00;10.40;2120.00;2.17;0
38;industrial_complex;2841.00;10.35;2110.00;3.38;0
38;industrial_complex;2808.00;10.43;2095.00;1.22;0
38;industrial_complex;2817.00;10.55;2126.00;5.34;0
38;industrial_complex;2803.00;10.65;2100.00;5.45;0
38;industrial_complex;2804.00;10.45;2095.00;3.29;0
38;air_base;2825.00;9.60;2076.00;5.95;0
38;naval_base;2832.00;9.50;2078.00;0.46;593
38;naval_base;2839.00;9.60;2082.00;1.11;411
38;naval_base;2865.00;9.60;2104.00;-4.25;4
38;naval_base;2821.00;9.60;2069.00;0.98;593
38;naval_base;2866.00;9.60;2115.00;1.19;4
38;bunker;2846.00;10.25;2116.00;5.50;0
38;bunker;2810.00;10.57;2140.00;2.24;0
38;bunker;2805.00;10.98;2111.00;3.45;0
38;bunker;2844.00;9.75;2092.00;1.29;0
38;bunker;2834.00;9.62;2083.00;2.85;0
38;bunker;2781.00;11.40;2130.00;5.51;0
38;bunker;2802.00;11.23;2137.00;1.90;0
38;bunker;2786.00;12.35;2150.00;6.02;0
38;bunker;2858.00;10.05;2122.00;6.12;0
38;bunker;2860.00;9.60;2114.00;3.96;0
38;bunker;2775.00;11.75;2138.00;1.80;0
38;bunker;2801.00;11.30;2145.00;4.46;0
38;bunker;2801.00;10.88;2112.00;6.03;0
38;bunker;2813.00;10.28;2087.00;2.41;0
38;bunker;2824.00;10.65;2097.00;1.45;0
38;bunker;2785.00;12.60;2145.00;4.47;0
38;bunker;2800.00;10.75;2118.00;3.52;0
38;bunker;2774.00;11.85;2115.00;5.08;0
38;bunker;2812.00;10.50;2123.00;2.92;0
38;bunker;2811.00;9.68;2074.00;5.58;0
38;bunker;2810.00;10.88;2111.00;1.96;0
38;bunker;2788.00;10.28;2097.00;4.98;0
38;bunker;2805.00;10.03;2079.00;6.19;0
38;bunker;2855.00;9.60;2095.00;4.03;0
38;bunker;2765.00;12.07;2121.00;0.41;0
38;bunker;2830.00;10.62;2133.00;1.97;0
38;bunker;2829.00;9.75;2083.00;4.63;0
38;bunker;2826.00;10.43;2121.00;5.14;0
38;bunker;2784.00;11.03;2120.00;0.41;0
38;bunker;2810.00;10.57;2098.00;4.54;0
38;bunker;2837.00;10.20;2105.00;0.92;0
38;bunker;2762.00;11.10;2113.00;2.48;0
38;bunker;2838.00;10.40;2111.00;5.14;0
38;bunker;2848.00;10.40;2120.00;2.98;0
38;bunker;2817.00;10.43;2097.00;4.19;0
38;coastal_bunker;2856.00;9.60;2092.00;0.59;0
38;coastal_bunker;2824.00;9.50;2071.00;0.98;0
38;coastal_bunker;2864.00;9.60;2114.00;1.29;0
38;coastal_bunker;2824.00;9.50;2075.00;0.46;0
38;coastal_bunker;2866.00;9.60;2116.00;1.19;0
38;dockyard;2823.00;9.62;2074.00;0.46;0
38;anti_air_building;2848.00;10.55;2126.00;4.10;0
38;anti_air_building;2825.00;10.07;2087.00;0.48;0
38;anti_air_building;2820.00;10.32;2093.00;3.15;0
38;synthetic_refinery;2790.00;11.10;2115.00;6.16;0
38;fuel_silo;2825.00;10.53;2096.00;1.09;0
38;radar_station;2813.00;10.65;2111.00;0.83;0
38;rocket_site;2785.00;12.43;2149.00;1.59;0
38;nuclear_reactor;2803.00;10.78;2129.00;3.15;0
39;arms_factory;2721.00;14.57;1749.00;4.83;0
39;arms_factory;2710.00;14.60;1745.00;0.11;0
39;arms_factory;2722.00;14.80;1748.00;2.78;0
39;arms_factory;2730.00;15.15;1751.00;5.44;0
39;arms_factory;2722.00;14.57;1746.00;2.17;0
39;arms_factory;2729.00;14.40;1749.00;3.38;0
39;industrial_complex;2710.00;15.53;1747.00;1.22;0
39;industrial_complex;2725.00;15.65;1750.00;5.34;0
39;industrial_complex;2711.00;15.32;1746.00;5.45;0
39;industrial_complex;2721.00;14.57;1748.00;3.29;0
39;industrial_complex;2713.00;15.18;1744.00;5.95;0
39;industrial_complex;2722.00;14.15;1745.00;2.33;0
39;air_base;2728.00;14.55;1749.00;3.89;0
39;bunker;2723.00;12.75;1742.00;1.73;0
39;bunker;2716.00;14.70;1743.00;4.40;0
39;bunker;2729.00;14.38;1746.00;0.78;0
39;anti_air_building;2719.00;13.98;1747.00;2.34;0
39;anti_air_building;2713.00;15.07;1745.00;0.18;0
39;anti_air_building;2721.00;13.78;1745.00;2.84;0
39;synthetic_refinery;2712.00;16.73;1743.00;5.50;0
39;fuel_silo;2724.00;13.28;1744.00;2.24;0
39;radar_station;2723.00;14.15;1745.00;5.20;0
39;rocket_site;2721.00;11.93;1740.00;1.29;0
39;nuclear_reactor;2721.00;14.57;1748.00;2.85;0
40;arms_factory;3702.00;10.35;1850.00;2.78;0
40;arms_factory;3763.00;10.12;1849.00;5.44;0
40;arms_factory;3719.00;10.00;1868.00;2.17;0
40;arms_factory;3747.00;9.80;1876.00;3.38;0
40;arms_factory;3707.00;10.03;1876.00;1.22;0
40;arms_factory;3696.00;10.00;1840.00;5.34;0
40;industrial_complex;3737.00;11.23;1832.00;5.45;0
40;industrial_complex;3775.00;10.10;1854.00;3.29;0
40;industrial_complex;3751.00;9.90;1862.00;5.95;0
40;industrial_complex;3781.00;10.23;1861.00;2.33;0
40;industrial_complex;3669.00;9.80;1871.00;3.89;0
40;industrial_complex;3765.00;10.15;1875.00;1.73;0
40;air_base;3734.00;10.18;1862.00;4.40;0
40;bunker;3716.00;10.28;1834.00;0.78;0
40;bunker;3674.00;9.80;1871.00;2.34;0
40;bunker;3768.00;10.32;1866.00;0.18;0
40;bunker;3712.00;10.10;1880.00;2.84;0
40;bunker;3793.00;10.62;1860.00;5.50;0
40;bunker;3756.00;13.20;1828.00;2.24;0
40;bunker;3775.00;10.07;1878.00;3.45;0
40;bunker;3753.00;10.60;1846.00;1.29;0
40;bunker;3737.00;9.95;1879.00;2.85;0
40;bunker;3698.00;9.80;1861.00;5.51;0
40;bunker;3699.00;10.10;1845.00;1.90;0
40;bunker;3735.00;10.18;1866.00;6.02;0
40;anti_air_building;3755.00;9.93;1852.00;6.12;0
40;anti_air_building;3767.00;10.05;1883.00;3.96;0
40;anti_air_building;3744.00;10.12;1869.00;1.80;0
40;synthetic_refinery;3720.00;10.10;1842.00;4.46;0
40;fuel_silo;3733.00;10.15;1843.00;6.03;0
40;radar_station;3731.00;10.12;1856.00;3.57;0
40;rocket_site;3732.00;10.12;1857.00;0.25;0
40;nuclear_reactor;3696.00;9.90;1879.00;1.45;0
41;bunker;2504.00;11.32;1630.00;2.24;0
41;bunker;2508.00;11.48;1634.00;3.45;0
41;radar_station;2497.00;11.85;1632.00;5.74;0
42;arms_factory;2666.00;10.57;1801.00;1.22;0
42;arms_factory;2670.00;10.32;1803.00;5.34;0
42;arms_factory;2667.00;10.38;1797.00;5.45;0
42;arms_factory;2672.00;10.57;1797.00;3.29;0
42;arms_factory;2670.00;10.38;1802.00;5.95;0
42;arms_factory;2669.00;10.57;1796.00;2.33;0
42;air_base;2675.00;10.12;1794.00;2.84;0
42;bunker;2678.00;9.80;1796.00;5.50;0
42;bunker;2668.00;10.57;1796.00;2.24;0
42;bunker;2671.00;10.38;1801.00;3.45;0
42;synthetic_refinery;2676.00;10.10;1797.00;6.02;0
42;radar_station;2673.00;10.43;1800.00;6.20;0
42;rocket_site;2678.00;9.80;1796.00;1.80;0
42;nuclear_reactor;2671.00;10.20;1804.00;4.46;0
43;arms_factory;2832.00;9.75;1758.00;5.45;0
43;arms_factory;2844.00;9.80;1762.00;3.29;0
43;arms_factory;2840.00;9.80;1749.00;5.95;0
43;arms_factory;2847.00;9.80;1763.00;2.33;0
43;arms_factory;2839.00;9.88;1755.00;3.89;0
43;arms_factory;2833.00;9.80;1758.00;1.73;0
43;industrial_complex;2834.00;10.05;1763.00;4.40;0
43;industrial_complex;2840.00;9.80;1749.00;0.78;0
43;industrial_complex;2847.00;9.80;1763.00;2.34;0
43;industrial_complex;2832.00;9.70;1754.00;0.18;0
43;industrial_complex;2833.00;9.80;1758.00;2.84;0
43;industrial_complex;2834.00;10.05;1763.00;5.50;0
43;air_base;2847.00;9.80;1765.00;2.24;0
43;bunker;2839.00;9.85;1752.00;3.45;0
43;bunker;2840.00;9.82;1758.00;1.29;0
43;bunker;2835.00;9.80;1752.00;2.85;0
43;bunker;2850.00;9.80;1764.00;5.51;0
43;anti_air_building;2841.00;10.05;1766.00;1.90;0
43;anti_air_building;2850.00;9.80;1763.00;6.02;0
43;anti_air_building;2832.00;9.70;1754.00;6.12;0
43;synthetic_refinery;2842.00;9.80;1759.00;3.96;0
43;fuel_silo;2838.00;9.88;1763.00;1.80;0
43;radar_station;2843.00;9.80;1757.00;5.43;0
43;rocket_site;2850.00;9.80;1763.00;6.03;0
43;nuclear_reactor;2843.00;9.80;1755.00;2.41;0
44;arms_factory;2836.00;9.60;1637.00;5.95;0
44;arms_factory;2840.00;9.60;1654.00;2.33;0
44;arms_factory;2840.00;9.78;1630.00;3.89;0
44;arms_factory;2838.00;9.60;1644.00;1.73;0
44;arms_factory;2840.00;9.60;1643.00;4.40;0
44;arms_factory;2842.00;10.20;1653.00;0.78;0
44;industrial_complex;2843.00;10.60;1652.00;2.34;0
44;industrial_complex;2841.00;9.88;1652.00;0.18;0
44;industrial_complex;2842.00;10.00;1635.00;2.84;0
44;industrial_complex;2839.00;9.62;1635.00;5.50;0
44;industrial_complex;2844.00;10.15;1645.00;2.24;0
44;industrial_complex;2843.00;10.57;1651.00;3.45;0
44;air_base;2839.00;9.60;1641.00;1.29;0
44;naval_base;2837.00;9.50;1645.00;-1.37;5838
44;naval_base;2838.00;9.50;1655.00;-1.19;5838
44;naval_base;2839.00;9.50;1627.00;-1.25;5864
44;naval_base;2836.00;9.50;1641.00;-2.03;5838
44;bunker;2841.00;9.73;1633.00;6.12;0
44;bunker;2843.00;9.98;1655.00;3.96;0
44;bunker;2840.00;9.70;1629.00;1.80;0
44;bunker;2843.00;10.60;1652.00;4.46;0
44;bunker;2848.00;10.95;1640.00;6.03;0
44;coastal_bunker;2836.00;9.50;1650.00;-1.37;0
44;coastal_bunker;2839.00;9.50;1627.00;-1.25;0
44;coastal_bunker;2838.00;9.60;1653.00;-1.19;0
44;coastal_bunker;2835.00;9.50;1638.00;-2.03;0
44;dockyard;2843.00;9.93;1627.00;-1.25;0
44;anti_air_building;2840.00;9.75;1631.00;3.52;0
44;anti_air_building;2839.00;9.62;1645.00;5.08;0
44;anti_air_building;2841.00;9.68;1637.00;2.92;0
44;synthetic_refinery;2841.00;9.68;1655.00;5.58;0
44;fuel_silo;2843.00;10.07;1654.00;1.96;0
44;radar_station;2843.00;10.00;1645.00;0.10;0
44;rocket_site;2841.00;9.78;1636.00;6.19;0
44;nuclear_reactor;2838.00;9.60;1636.00;4.03;0
45;bunker;2836.00;9.80;1727.00;6.12;0
45;bunker;2844.00;9.73;1724.00;3.96;0
45;anti_air_building;2832.00;9.80;1725.00;1.80;0
45;anti_air_building;2835.00;9.80;1726.00;4.46;0
45;anti_air_building;2835.00;9.80;1730.00;6.03;0
45;fuel_silo;2839.00;9.80;1723.00;0.25;0
46;arms_factory;2917.00;9.85;1702.00;4.40;0
46;arms_factory;2927.00;9.80;1704.00;0.78;0
46;arms_factory;2932.00;9.70;1704.00;2.34;0
46;arms_factory;2911.00;10.62;1713.00;0.18;0
46;arms_factory;2924.00;10.95;1717.00;2.84;0
46;arms_factory;2931.00;9.70;1699.00;5.50;0
46;industrial_complex;2924.00;9.80;1700.00;2.24;0
46;industrial_complex;2934.00;10.35;1717.00;3.45;0
46;industrial_complex;2929.00;10.75;1718.00;1.29;0
46;industrial_complex;2934.00;10.50;1718.00;2.85;0
46;industrial_complex;2916.00;9.73;1694.00;5.51;0
46;industrial_complex;2921.00;9.68;1694.00;1.90;0
46;air_base;2908.00;12.32;1722.00;6.02;0
46;bunker;2920.00;10.03;1708.00;6.12;0
46;bunker;2931.00;11.25;1720.00;3.96;0
46;bunker;2919.00;11.10;1717.00;1.80;0
46;bunker;2926.00;10.48;1715.00;4.46;0
46;bunker;2930.00;9.80;1707.00;6.03;0
46;bunker;2915.00;10.28;1711.00;2.41;0
46;bunker;2919.00;9.75;1695.00;0.25;0
46;bunker;2909.00;10.80;1716.00;1.45;0
46;bunker;2925.00;9.80;1696.00;4.47;0
46;anti_air_building;2922.00;9.70;1695.00;0.85;0
46;anti_air_building;2922.00;9.73;1696.00;3.52;0
46;anti_air_building;2927.00;9.80;1696.00;5.08;0
46;synthetic_refinery;2930.00;9.80;1706.00;2.92;0
46;fuel_silo;2925.00;9.85;1707.00;5.58;0
46;radar_station;2922.00;10.00;1709.00;2.34;0
46;rocket_site;2924.00;11.80;1719.00;4.98;0
46;nuclear_reactor;2919.00;12.70;1720.00;6.19;0
47;arms_factory;2895.00;9.65;1591.00;2.34;0
47;arms_factory;2894.00;9.60;1590.00;0.18;0
47;arms_factory;2894.00;9.60;1590.00;2.84;0
47;arms_factory;2894.00;9.60;1590.00;5.50;0
47;arms_factory;2895.00;9.60;1590.00;2.24;0
47;arms_factory;2895.00;9.60;1590.00;3.45;0
47;industrial_complex;2895.00;9.65;1591.00;1.29;0
47;industrial_complex;2894.00;9.60;1590.00;2.85;0
47;industrial_complex;2894.00;9.60;1590.00;5.51;0
47;industrial_complex;2895.00;9.60;1590.00;1.90;0
47;industrial_complex;2895.00;9.60;1590.00;6.02;0
47;industrial_complex;2895.00;9.60;1590.00;6.12;0
47;air_base;2894.00;9.60;1590.00;3.96;0
47;naval_base;2893.00;9.50;1589.00;0.00;6801
47;bunker;2894.00;9.60;1590.00;4.46;0
47;coastal_bunker;2897.00;9.50;1587.00;0.00;0
47;dockyard;2895.00;9.50;1589.00;0.00;0
47;anti_air_building;2895.00;9.65;1591.00;0.25;0
47;anti_air_building;2895.00;9.65;1591.00;1.45;0
47;anti_air_building;2894.00;9.60;1590.00;4.47;0
47;synthetic_refinery;2894.00;9.60;1590.00;0.85;0
47;fuel_silo;2895.00;9.60;1590.00;3.52;0
47;radar_station;2896.00;9.60;1590.00;1.63;0
47;rocket_site;2895.00;9.60;1590.00;2.92;0
47;nuclear_reactor;2894.00;9.60;1590.00;5.58;0
48;arms_factory;2896.00;11.40;1679.00;2.84;0
48;arms_factory;2891.00;9.88;1691.00;5.50;0
48;arms_factory;2895.00;12.30;1678.00;2.24;0
48;arms_factory;2895.00;11.55;1680.00;3.45;0
48;arms_factory;2886.00;11.18;1686.00;1.29;0
48;arms_factory;2888.00;11.90;1678.00;2.85;0
48;industrial_complex;2890.00;12.68;1680.00;5.51;0
48;industrial_complex;2893.00;11.55;1675.00;1.90;0
48;industrial_complex;2888.00;12.32;1679.00;6.02;0
48;industrial_complex;2898.00;9.65;1692.00;6.12;0
48;industrial_complex;2899.00;10.12;1685.00;3.96;0
48;industrial_complex;2899.00;9.68;1691.00;1.80;0
48;air_base;2889.00;9.70;1692.00;4.46;0
48;bunker;2895.00;10.05;1686.00;6.03;0
48;bunker;2880.00;12.57;1674.00;2.41;0
48;bunker;2889.00;11.85;1672.00;0.25;0
48;bunker;2892.00;9.75;1693.00;1.45;0
48;bunker;2897.00;10.78;1680.00;4.47;0
48;anti_air_building;2897.00;11.55;1673.00;0.85;0
48;anti_air_building;2888.00;12.85;1680.00;3.52;0
48;anti_air_building;2891.00;11.28;1675.00;5.08;0
48;synthetic_refinery;2892.00;11.78;1676.00;2.92;0
48;fuel_silo;2897.00;9.68;1692.00;5.58;0
48;radar_station;2892.00;10.57;1683.00;2.34;0
48;rocket_site;2901.00;9.93;1686.00;4.98;0
48;nuclear_reactor;2896.00;9.85;1691.00;6.19;0
49;arms_factory;3005.00;12.30;1629.00;2.24;0
49;arms_factory;3024.00;12.57;1614.00;3.45;0
49;arms_factory;3025.00;12.03;1611.00;1.29;0
49;arms_factory;3026.00;13.50;1632.00;2.85;0
49;arms_factory;3019.00;12.10;1626.00;5.51;0
49;arms_factory;3019.00;12.23;1624.00;1.90;0
49;industrial_complex;3030.00;12.62;1627.00;6.02;0
49;industrial_complex;3032.00;12.50;1618.00;6.12;0
49;industrial_complex;3014.00;12.23;1628.00;3.96;0
49;industrial_complex;3009.00;11.23;1626.00;1.80;0
49;industrial_complex;3025.00;11.88;1610.00;4.46;0
49;industrial_complex;3023.00;12.90;1631.00;6.03;0
49;air_base;3027.00;12.85;1629.00;2.41;0
49;bunker;3022.00;12.10;1623.00;0.25;0
49;bunker;3032.00;12.48;1619.00;1.45;0
49;bunker;3026.00;13.85;1634.00;4.47;0
49;bunker;3028.00;12.38;1617.00;0.85;0
49;bunker;3014.00;11.68;1627.00;3.52;0
49;anti_air_building;3030.00;12.18;1615.00;5.08;0
49;anti_air_building;3018.00;13.62;1631.00;2.92;0
49;anti_air_building;3022.00;12.75;1629.00;5.58;0
49;synthetic_refinery;3019.00;12.32;1627.00;1.96;0
49;fuel_silo;3033.00;13.53;1625.00;4.98;0
49;radar_station;3019.00;12.18;1623.00;3.04;0
49;rocket_site;3026.00;12.50;1620.00;4.03;0
49;nuclear_reactor;3023.00;12.65;1618.00;0.41;0
50;bunker;2698.00;10.70;1784.00;4.47;0
50;bunker;2704.00;11.12;1786.00;3.52;0
50;synthetic_refinery;2701.00;10.88;1786.00;0.41;0
50;rocket_site;2696.00;10.43;1793.00;2.47;0
51;air_base;2653.00;11.12;1817.00;0.85;0
51;bunker;2652.00;11.15;1817.00;3.52;0
51;synthetic_refinery;2653.00;11.00;1818.00;1.96;0
51;fuel_silo;2652.00;11.12;1816.00;4.98;0
51;radar_station;2653.00;11.12;1817.00;3.04;0
51;nuclear_reactor;2652.00;11.10;1815.00;0.41;0
52;industrial_complex;2726.00;11.62;1767.00;2.41;0
52;industrial_complex;2709.00;10.80;1780.00;0.25;0
52;industrial_complex;2719.00;11.82;1764.00;1.45;0
52;industrial_complex;2724.00;10.62;1783.00;4.47;0
52;industrial_complex;2724.00;11.38;1769.00;0.85;0
52;industrial_complex;2709.00;11.38;1770.00;3.52;0
52;air_base;2713.00;10.70;1782.00;5.08;0
52;bunker;2708.00;11.73;1766.00;2.92;0
52;bunker;2718.00;11.15;1774.00;5.58;0
52;bunker;2731.00;10.90;1776.00;1.96;0
52;bunker;2714.00;10.88;1778.00;4.98;0
52;bunker;2715.00;10.82;1781.00;6.19;0
52;bunker;2718.00;11.25;1769.00;4.03;0
52;bunker;2710.00;11.12;1775.00;0.41;0
52;bunker;2719.00;11.38;1766.00;1.97;0
52;bunker;2730.00;11.05;1768.00;4.63;0
52;anti_air_building;2715.00;11.62;1767.00;2.47;0
52;anti_air_building;2726.00;10.90;1779.00;5.14;0
52;anti_air_building;2702.00;11.25;1769.00;0.41;0
52;synthetic_refinery;2714.00;10.88;1778.00;4.54;0
52;fuel_silo;2704.00;11.73;1764.00;0.92;0
52;radar_station;2717.00;11.23;1772.00;3.29;0
52;rocket_site;2729.00;11.15;1772.00;5.14;0
52;nuclear_reactor;2703.00;11.10;1773.00;2.98;0
53;arms_factory;2722.00;10.82;1797.00;3.96;0
53;arms_factory;2733.00;10.60;1795.00;1.80;0
53;arms_factory;2732.00;10.62;1792.00;4.46;0
53;arms_factory;2723.00;10.88;1803.00;6.03;0
